RowIndex,Meteorology_Total,SMG_Total,Meteorology_ObjectNames,SMG_ObjectNames,Meteorology_Makers,SMG_Makers,Meteorology_organisations/institutions,SMG_organisations/institutions,Meteorology_Dates,SMG_Dates,Meteorology_Places,SMG_Places,Meteorology_Descriptions,SMG_Descriptions,Meteorology_Other,SMG_Other,Unique_to_Meteorology,Unique_to_SMG
84,12,3,1,1,1,0,1,0,2,0,1,0,5,2,1,0,"{""object_names"": [], ""makers"": [""The Air Ministry""], ""organisations/institutions"": [""The Air Ministry""], ""dates"": [""1920"", ""1914-18""], ""places"": [""German""], ""descriptions"": [""used by the Germans during the war"", ""very sensitive indicator of lateral inclination"", ""consists of two glass tubes, each bent into the form of a rectangle and half filled with a dark blue liquid"", ""A vertical arm of each rectangle is visible from the exterior"", ""arranged that the rectangle, of which the right-hand arm forms a part, is in the left of the instrument, and vice versa"", ""increased sensitiveness is obtained in two parallel and adjacent columns of liquid""], ""other"": [""Inv. 1920-461""]}","{""object_names"": [], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""Aeronautics inclinometer""], ""other"": [""inclinometer""]}"
85,8,3,1,1,0,0,1,0,1,0,0,0,4,2,1,0,"{""object_names"": [""GERMAN INCLINOMETER""], ""makers"": [], ""organisations/institutions"": [""The Air Ministry""], ""dates"": [""1920""], ""places"": [], ""descriptions"": [""This instrument is an example of a German circular-type inclinometer."", ""It contains transparent liquid, and is graduated in degrees of inclination."", ""A slot near the bottom of the instrument allows lateral adjustment to be made while in position on the machine."", ""Presented by The Air Ministry. 1920.""], ""other"": [""Inv. 1920-460""]}","{""object_names"": [""Inclinator, circular type""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""Aeronautics inclinator"", ""inclinator""], ""other"": []}"
86,11,2,1,1,1,0,1,0,1,0,0,0,6,1,1,0,"{""object_names"": [], ""makers"": [""The Air Ministry""], ""organisations/institutions"": [], ""dates"": [""1919""], ""places"": [], ""descriptions"": [""This apparatus is designed to supply oxygen to aviators when flying at altitudes where the air is greatly rarefied."", ""The apparatus shown provides oxygen as soon as it is required, and in proportion to the reduction in atmospheric pressure."", ""Compressed oxygen is contained in a light steel cylinder."", ""It is fed through a Dryer regulator, which contains a diaphragm affected by atmospheric pressure."", ""The amount of oxygen required by the user increases with height, and this is automatically provided for by a mechanism attached to the diaphragm, which allows more to pass as the atmospheric pressure decreases."", ""A fan-flow meter is. provided to allow the user to gauge the amount of gas passing."", ""The supply can be regulated to some degree, or shut off if desired, by means of the tap fitted between the regulator and the gauge."", ""A length of flexible tubing connects the apparatus to a mask worn by the aviator.""], ""other"": [""Inv. 1919-540""]}","{""object_names"": [""Oxygen Apparatus Cylinder"", ""Oxygen apparatus cylinder"", ""Aeronautics oxygen apparatus"", ""oxygen apparatus""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""with Dryer Regulator""], ""other"": []}"
87,12,4,1,1,0,0,1,1,2,0,0,0,7,2,1,0,"{""object_names"": [], ""makers"": [], ""organisations/institutions"": [""The Air Ministry""], ""dates"": [""1922"", ""1919""], ""places"": [], ""descriptions"": [""This apparatus is designed for the same purpose as the oxygen apparatus shown adjacent, but the oxygen is contained in liquid form, being vaporized as required."", ""The large vessel contains liquid oxygen."", ""A vaporizing coil is mounted above it, with copper pipes leading to the vaporizing and regulating valves, which are provided to enable an exact pressure of gas to be maintained."", ""The pressure is recorded in lb. per sq. in. on a gauge which is fitted adjacent to the regulating mechanism."", ""A flow meter is connected by flexible tubing ; it is graduated to read in litres per minute, and indicates the amount of oxygen passing to the user."", ""The airman's mask is connected directly to the flow meter.""], ""other"": [""Inv. 1919-541""]}","{""object_names"": [], ""makers"": [], ""organisations/institutions"": [""Science Museum Group Collections Online""], ""dates"": [], ""places"": [], ""descriptions"": [""with regulator"", ""Aeronautics oxygen apparatus""], ""other"": []}"
88,35,6,13,1,1,1,2,1,3,0,0,0,13,2,3,1,"{""object_names"": [""Pitot Tube"", ""Density Meter"", ""Pressure Gauge"", ""Radiator Thermometer"", ""Longitudinal Clinometer"", ""Revolution Indicator"", ""Scout Compass, Type 5/17"", ""Air-Speed Indicator"", ""Altitude Recorder"", ""Wristlet Altimeter"", ""\u201cTime of Trip\u201d Clock"", ""Lateral Clinometer"", ""Compass, Pattern 253""], ""makers"": [], ""organisations/institutions"": [""Vickers-Vimy"", ""Air Ministry""], ""dates"": [""1920"", ""1922"", ""1914\u201318""], ""places"": [], ""descriptions"": [""duplicate set of the instruments used in the Vickers-Vimy biplane on the first direct trans-Atlantic flight."", ""The original instruments remain in position in the machine."", ""The pitot tube or pressure head is fitted to the outer interplane strut of the machine and is connected to the instrument by means of rubber or aluminium tubing. The open end is connected to the pressure side of the diaphragm, whilst the closed end is connected to the opposite side of the diaphragm, its purpose being to keep the air at atmospheric pressure on this side of the diaphragm."", ""This instrument is used to correct the ordinary air-speed indicator for the variation in altitude and temperature. The ordinary air-speed indicator under-registers on height, due to the diminished density of the atmosphere, and the density meter is calibrated in numbers, which, when multiplied by the M.P.H. shown on the ordinary air-speed indicator dial, gives the combined correction for variation of both altitude and temperature."", ""These pressure gauges are of the usual Bourdon tube type, and are made for any ranges from 5\u2013160 lb. All gauges are fitted for over-load, to stand any extra pressure above which they are designed to register."", ""This instrument indicates the temperature of the water in the engine cooling system, and depends for its action on the expansion of the ether in the bulb and tubing of the instrument. The expansion causes a pressure which is registered on the dial in degrees of temperature. The boiling point of water drops as the altitude increases, therefore a correction is necessary and can be made by referring to the boiling-point altimeter."", ""This instrument is fitted with a tube containing greenish-yellow liquid, making it easy to read in semi-darkness. A certain quantity of the liquid is sealed in the tube and rises half-way up it, indicating zero degrees when the machine is flying level ; when the machine is climbing the liquid rises in the tube, and vice vers\u00e2 when the machine descends."", ""This instrument is worked on the centrifugal principle, and indicates the engine revolutions in hundreds per minute. The connection to the engine is by means of a flexible drive, which is arranged by means of a gear box on the engine to run at quarter engine speed, the instrument itself being geared 4\u20131, enabling it to record the actual revolutions of the crank-shaft."", ""This is the standard scout compass, and was used extensively during the war (1914\u201318). There is no float in this type of instrument, and the card is attached by a wire framework, carrying the magnetic system, to the pivot. The bearing is therefore extremely light, and the liquid has the maximum steadying effect on quick turns of the machine."", ""This instrument depends for its action on the movement of a specially treated silk diaphragm, which is unaffected by moisture or atmospheric conditions. The characteristic of this air-speed indicator lies in the fact that the diaphragm is not called upon to do any work, except that of a diaphragm ; that is to say, it is a mover only, the resistance to the movement being supplied by a highly tempered steel spring."", ""due to special construction, is practically without \u201clag.\u201d It is fitted with a button to enable the instrument to be reset to zero to allow for variation in height of aerodromes above mean sea-level. The instrument is also engraved with a temperature scale showing the boiling point of water at various altitudes, enabling the pilot to correct his radiator thermometer when flying at various heights."", ""This instrument is practically the same as the standard model, and is used by the observer for bomb-dropping, &c."", ""The principal advantage of this clock is the fact that it is fitted with a small subsidiary dial. The latter is quite independent of the ordinary dial showing the time of day, and can be stopped, started, and reset to zero, and records the actual number of hours\u2019 flight made on any particular trip."", ""This clinometer is the standard Air Ministry pattern, but with an improvement in the shape of a peculiar-coloured liquid, which shade has been found particularly easy to read between periods of twilight or semi-darkness. It is primarily designed for indicating lateral stability, and also to indicate when a correct \u201cbank\u201d is being made."", ""This instrument is now fitted with a prism, the bearing indicated on the card is thereby magnified several times, making it particularly easy to read from a distance."", ""first direct trans-Atlantic flight"", ""The boiling point of water drops as the altitude increases, therefore a correction is necessary and can be made by referring to the boiling-point altimeter."", ""The latter is quite independent of the ordinary dial showing the time of day, and can be stopped, started, and reset to zero, and records the actual number of hours\u2019 flight made on any particular trip.""], ""other"": [""Inv. 1920-426 to 438""]}","{""object_names"": [], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""Aircraft Propulsion"", ""revolution indicator""], ""other"": [""Mark V"", ""No. 44008""]}"
89,9,4,1,1,1,0,1,0,1,0,0,0,4,2,1,1,"{""object_names"": [""BOMB SIGHT, HIGH ALTITUDE DRIFT, MARK. I.A.""], ""makers"": [""The Air Ministry""], ""organisations/institutions"": [""The Air Ministry""], ""dates"": [""1919""], ""places"": [], ""descriptions"": [""When a bomb is released from an aeroplane, it appears, to the observer on the ground, to describe a curve in the direction of the machine\u2019s motion."", ""A bomb sight is a device which enables a bomb to be so released that the target will be in the path of the curve described by it."", ""It also indicates the right direction to steer when approaching the target and any lateral drift which may occur."", ""The bomb sight shown can be used for bombing up or down wind at high altitudes, and is adjustable for bombs stowed vertically or horizontally.""], ""other"": [""Inv. 1919-526""]}","{""object_names"": [""High Altitude Drift Bomb Sight""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""radioactive material; radioactive material""], ""other"": [""Mk.IA"", ""Aeronautics""]}"
90,11,3,1,1,1,0,1,0,2,0,0,0,5,0,1,2,"{""object_names"": [""COURSE-SETTING BOMB SIGHT, MARK I.""], ""makers"": [""Major H. E. Wimperis""], ""organisations/institutions"": [""The Air Ministry""], ""dates"": [""1922"", ""1919""], ""places"": [], ""descriptions"": [""designed by Major H. E. Wimperis for operating over sea"", ""enables bombing to be carried out in any direction relative to the wind"", ""can be used for navigational purposes"", ""based on the same principle as that of the high altitude drift sight, Mark Ia."", ""provided with adjustment for height and for indicated air-speed"", ""fitted with a pivoted wind bar, which can be set along any wind direction"", ""compass is embodied in it, connected by gearing to the wind bar in such a manner that the wind arrow (D.B.), attached to the compass case, lies parallel to the wind bar and points down wind""], ""other"": [""Inv. 1919-525""]}","{""object_names"": [""Course Seting Bomb Sight, Mk.I.""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [], ""other"": [""aeronautics"", ""radioactive material""]}"
91,15,7,1,1,1,1,2,0,2,0,1,3,7,1,1,1,"{""object_names"": [""PERISCOPIC BOMB SIGHT""], ""makers"": [""C. P. Goerz""], ""organisations/institutions"": [""The Air Ministry"", ""C. P. Goerz""], ""dates"": [""1922"", ""1914-1918""], ""places"": [""Germany""], ""descriptions"": [""German periscopic bomb sight"", ""most recent type of bomb-sighting instrument manufactured by C. P. Goerz"", ""concentrated on its production during the latter part of the war"", ""used on the Gotha bombing aeroplanes"", ""height scale on the calculator (H\u00f6he) is now adjusted from the altimeter, which brings the appropriate height scale (Gestoppte Zeit in Sekunden) into position"", ""index on this scale is set to the time previously determined, and the bombing angle is read on a second index on the angle scale (Vorhaltewinkel in Grad)"", ""third scale gives the ground-speed should this require to be known"", ""method of attack is to set the angle scale to the bomb-dropping angle found in the above manner"", ""facilitated by clamping the movable index to this angle as soon as it is known"", ""disc is rotated so as to bring the target well in view ahead, so securing a good run-up; when brought back the index falls into its notch and the correct setting is obtained"", ""sight is capable of rotation in azimuth, the movement serving to operate a variable electrical resistance situated at the base (not shown)"", ""machine is pointing at the target, a galvanometer before the pilot shows no deflection, the resistance being balanced so that no current passes"", ""Unless the fore-and-aft line of the graticule points at the target the resistance balance is disturbed and the galvanometer is deflected"", ""steering can thus be modified to secure the correct approach""], ""other"": [""Inv. 1921-136""]}","{""object_names"": [""Goerz Periscopic Bomb Sight""], ""makers"": [""C.P. Goerz""], ""organisations/institutions"": [], ""dates"": [], ""places"": [""Berlin"", ""Berlin state""], ""descriptions"": [""Aeronautics bomb sight""], ""other"": [""No. 13304""]}"
92,19,8,1,1,1,1,2,1,2,1,1,0,10,2,2,2,"{""object_names"": [], ""makers"": [], ""organisations/institutions"": [""Royal Flying Corps""], ""dates"": [""1920"", ""early in 1915""], ""places"": [""Altrincham""], ""descriptions"": [""This was the first type of aerial camera used by the Royal Flying Corps early in 1915, and was designed by officers of the corps."", ""Previously, ordinary press cameras had been employed."", ""This camera consists of a brass-bound metal conical box with a recessed wooden front to which the lens is fixed, the extension of the camera body acting as a mechanical protection and as a shade for the lens, while at the back is the shutter frame into which the envelope holder for the Mackenzie-Wishart envelopes are fitted."", ""The shutter is of the focal plane type, with adjustable slit, the distance being maintained by the usual cord and clip."", ""An important feature of this shutter lies in the arrangement adopted to prevent the shutter being withdrawn until the blind is wound up."", ""To effect this the shutter winding wheel is normally not in mesh."", ""On pushing in the shutter of the envelope holder a peg jumps out of a cavity in the framework, and enters a depression in the shutter, which cannot now be withdrawn until the blind is fully wound."", ""To effect this the winding wheel is pushed home and then engages the gear, the winding wheel is turned, and when the blind is fully wound up the peg holding the shutter of the plate holder falls out of the depression and the shutter can be withdrawn."", ""The release of the shutter is made by means of a two-way thumb and finger lever conveniently placed at the right-hand side, the camera being held by means of adjustable straps or by brass handles."", ""The camera is operated over the side of the machine, being held in the observer's hand."", ""The camera is fitted with a cross-wire sight view-finder."", ""The focal length of the lens is 8 in.""], ""other"": [""Inv. 1920-111"", ""L.S""]}","{""object_names"": [], ""makers"": [], ""organisations/institutions"": [], ""dates"": [""early 20th century""], ""places"": [], ""descriptions"": [""with Mackenzie-Wishart dark slide (no lens)""], ""other"": [""Photographic Technology"", ""aerial camera; aerial camera""]}"
93,12,15,2,3,0,1,1,2,3,1,0,4,5,3,1,1,"{""object_names"": [""AERIAL CAMERA. (Type \""C.\"")""], ""makers"": [], ""organisations/institutions"": [""Meteorology Catalogue""], ""dates"": [""1920"", ""early in 1916"", ""1920""], ""places"": [], ""descriptions"": [""development of the \""A\"" type (see No. 106)"", ""first partially automatic plate-changing type"", ""Mackenzie-Wishart holder has been removed and a frame is substituted"", ""frame is a repeating back with two openings, through one of which the exposure is made and through the other the exposed plate drops into a chamber"", ""magazine full of plates is placed in position over the shutter and a second empty magazine is fixed on the under side of the frame to receive the exposed plates"", ""process of plate-changing and setting the shutter is performed in one operation as in the later model \""L\"" type (see No. 111)""], ""other"": [""Inv. 1920-112""]}","{""object_names"": [""Thornton Pickard Aerial Camera"", ""Aerial camera"", ""camera""], ""makers"": [""Thornton Pickard""], ""organisations/institutions"": [""Science Museum Group Collections Online"", ""Royal Flying Corps (RFC)"", ""Thornton Pickard Manufacturing Co.""], ""dates"": [""1916""], ""places"": [""Altrincham"", ""Trafford"", ""Greater Manchester"", ""England"", ""United Kingdom""], ""descriptions"": [""5\"" x 4\"" focal plane shutter"", ""magazine to hold 18 plates"", ""with finder and storage box"", ""(no lens)"", ""Photographic Technology""], ""other"": []}"
94,11,10,1,1,0,1,1,1,1,1,0,3,7,2,1,1,"{""object_names"": [""AERIAL CAMERA""], ""makers"": [], ""organisations/institutions"": [""Meteorology Catalogue""], ""dates"": [""1920""], ""places"": [], ""descriptions"": [""Type \""E.B.\"""", ""first type of metal aerial camera"", ""in use during the early part of the war (1914\u20131918)"", ""provided with two magazines for the plates"", ""may be fixed at some distance from the observer"", ""able to expose the plate by means of a Bowden wire release"", ""Cords attached to the plate-changing system enable him to change the plate, and also re-wind the focal plane shutter from the same position"", ""No view-finder is fitted to this camera, but a separate sight may be used"", ""A flap is fitted which prevents the plate being exposed when the slit of the shutter repasses it in re-winding""], ""other"": [""Inv. 1920-113""]}","{""object_names"": [""Aerial Camera Type EB14""], ""makers"": [""Thornton Pickard""], ""organisations/institutions"": [""Science Museum Group Collections Online"", ""Thornton Pickard Manufacturing Co.""], ""dates"": [""1915-1920""], ""places"": [""Altrincham, England"", ""Altrincham, Trafford, Greater Manchester, England, United Kingdom""], ""descriptions"": [""5\"" x 4\"" focal plane shutter"", ""two film magazines"", ""in storage box"", ""Photographic Technology aerial camera""], ""other"": [""(no lens)""]}"
95,7,5,1,1,0,0,0,0,1,0,0,0,4,3,1,1,"{""object_names"": [""AERIAL CAMERA. (Type \""E.\"")""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [""1922""], ""places"": [], ""descriptions"": [""closely resembles type E.B. (see No. 108) in design and construction"", ""The lower portion of the camera is cylindrical instead of rectangular"", ""the camera is shorter, being designed for a lens of shorter focal length"", ""size of plate is 5 in. by 4 in.""], ""other"": [""Inv. 1920-114""]}","{""object_names"": [""Aerial camera type E""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""with three magazines"", ""(no lens)"", ""Photographic Technology cameras; cameras""], ""other"": []}"
96,12,8,1,1,0,0,2,1,2,1,1,0,5,3,1,2,"{""object_names"": [""AERIAL CAMERA""], ""makers"": [], ""organisations/institutions"": [""Royal Naval Air Service"", ""Dunkirk""], ""dates"": [""1917"", ""1920""], ""places"": [""Dunkirk""], ""descriptions"": [""This large metal camera was designed in 1917 for use by the Royal Naval Air Service at Dunkirk, and was fitted with a lens of longer focal length than had been used up to that time."", ""The body of the camera consists of a large rectangular metal box, designed so as to be carried in a camera fitting fixed to the aeroplane."", ""A self-sealing or self-capping shutter of the French type is fitted, the later type being provided with a flap to protect the lens from spray."", ""The camera takes ordinary roller dark slides"", ""the sighting arrangement consists of a cross-line sight view-finder""], ""other"": [""Inv. 1920-119""]}","{""object_names"": [""Royal Naval Air Services aerial camera""], ""makers"": [], ""organisations/institutions"": [""Royal Naval Air Services""], ""dates"": [""1917""], ""places"": [], ""descriptions"": [""Type XV A"", ""13 x 18 cm."", ""focal plane shutter; with lens, no dark slides"", ""in storage box""], ""other"": [""Photographic Technology"", ""cameras; cameras""]}"
97,15,13,1,1,1,1,1,2,1,1,0,3,8,4,3,1,"{""object_names"": [], ""makers"": [], ""organisations/institutions"": [""The Williamson Kinematograph Co., Ltd.""], ""dates"": [""1920""], ""places"": [], ""descriptions"": [""semi-automatic plate-changer type"", ""process of changing the plate and setting the focal plane shutter is one operation"", ""accomplished either by hand, or automatically, by the action of wind on an air vane"", ""provided with two magazines, each capable of holding 18 plates"", ""loaded one being placed in position in runners provided on top of the camera and the empty magazine beneath an extension"", ""hand lever on the side operates the plate changer and at the same time sets the focal plane shutter"", ""knob, when pressed and released, exposes the plate"", ""motive power is provided by a small air propeller"", ""lever of the small auxiliary apparatus exposes the plate and releases the shutter"", ""time required to change the plate being about 10 seconds for an air speed of 50 miles per hour"", ""camera may also be operated at a distance by a single Bowden wire"", ""usual type of focal plane shutter is employed"", ""sliding saddle to adjust the width of the opening"", ""blind is arranged as close as possible to the plate, being about \u00b71875 in. from it"", ""Ross 8\u00b75-in. Xpress Lens is fitted""], ""other"": [""Inv. 1920-118"", ""S.M. 1390"", ""L.S""]}","{""object_names"": [], ""makers"": [""Williamson Manufacturing""], ""organisations/institutions"": [""Science Museum Group"", ""Thornton Pickard""], ""dates"": [""1917""], ""places"": [""London"", ""Greater London"", ""England"", ""United Kingdom""], ""descriptions"": [""5\"" x 4\"""", ""aluminium body"", ""Ross Airo best anastigmat lens f/4.5 8 1/2\"" lens (yellowing)"", ""two magazines for 18 plates"", ""complete in storage box"", ""Photographic Technology""], ""other"": [""No 82,145""]}"
98,8,8,1,2,0,1,0,0,1,0,1,0,4,4,1,1,"{""object_names"": [""HYTHE GUN CAMERA, MARK II.""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [""1922""], ""places"": [""HYTHE""], ""descriptions"": [""This type of gun camera closely resembles the Mark I. type"", ""fitted with a focal-plane shutter"", ""A ring graticule is provided in this model"", ""can be adjusted to the gun sights by a thumbscrew""], ""other"": [""Inv. 1920-116""]}","{""object_names"": [""Aerial Camera"", ""aerial camera""], ""makers"": [""Thornton-Pickard Manufacturing Company""], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""marked FH336Type Gun Hythe Mark II"", ""adapted to take films 2 1/4\"" wide (no lens)"", ""In storage box, (Missing)."", ""Lacks dark slide/film holder."", ""Clamped to Science Museum made mahogany wood stand."", ""Photographic Technology aerial camera;""], ""other"": []}"
99,12,8,1,2,0,1,0,1,1,0,1,0,8,3,1,1,"{""object_names"": [""HYTHE GUN CAMERA, MARK III""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [""1922""], ""places"": [""Hythe""], ""descriptions"": [""apparatus which in appearance resembles a Lewis gun"", ""used in the same way, but instead of firing bullets it takes photographs"", ""furnishes a record of the accuracy of aim"", ""weight and balance of the instrument are identical with that of a Lewis gun"", ""ring graticule corresponding to the sights is fitted in the focal plane of the lens in contact with the film"", ""cocking lever of the gun revolves the film, a fresh portion of which is thereby brought into position for exposure"", ""pulling of the trigger releases the shutter and effects the exposure"", ""Each time a fresh pan of ammunition is placed on the gun, a pin marks the film"", ""\u201cEver-set\u201d type of shutter is fitted""], ""other"": [""Inv. 1920-117""]}","{""object_names"": [""Aerial Camera Type Gun Hythe Mark III"", ""Aerial camera""], ""makers"": [""Thornton-Pickard Manufacturing Company""], ""organisations/institutions"": [""Science Museum Group Collections Online""], ""dates"": [], ""places"": [], ""descriptions"": [""adapted to take roll films 2 1/4\"" wide"", ""in storage box"", ""Photographic Technology""], ""other"": []}"
100,8,4,1,1,1,1,0,0,2,0,0,0,3,2,1,0,"{""object_names"": [""MAXIM\u2019S MODEL PROPELLERS""], ""makers"": [""A. P. Thurston, Esq."", ""Sir Hiram S. Maxim""], ""organisations/institutions"": [], ""dates"": [""1913"", ""1891""], ""places"": [], ""descriptions"": [""Before building his large machine, Sir Hiram S. Maxim experimented with small model propellers in 1891 in order to determine the best shape to employ in his machine."", ""Some of these small propellers are shown."", ""The three best, as found by Maxim, are those marked A, B, and C respectively.""], ""other"": [""Inv. 1913-429""]}","{""object_names"": [""model Propellers for aeroplanes (Maxim)""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""19 experimental"", ""Aircraft Propulsion propeller; propeller""], ""other"": []}"
101,15,5,1,2,1,0,2,0,2,0,1,0,7,3,1,0,"{""object_names"": [""wire strainers""], ""makers"": [""A. P. Thurston, Esq.""], ""organisations/institutions"": [""East London College"", ""Aeronautical Journal""], ""dates"": [""1913"", ""Jan., 1911""], ""places"": [""East London College""], ""descriptions"": [""used in aeroplane construction"", ""tested at East London College in order to provide data for the design of strainers of such dimensions that the strength of the gun-metal body portion should be equal to the strength of the steel-screwed portion at the bottom of the thread"", ""arranged with pins placed through the eyes, and a load was gradually put on to these pins until the specimen broke"", ""All the specimens, with one exception, broke in the screwed-steel portion at the break, proving that this portion is the weakest part of the turnbuckle"", ""Several of the turnbuckles were next turned down until the gun-metal portion was obviously weaker than the steel portion"", ""tested to destruction"", ""average tensile strength of the gun-metal was found to be 20 tons per sq. in."", ""correct dimensions of the parts for equal strength everywhere were then calculated""], ""other"": [""Inv. 1913-431""]}","{""object_names"": [""wire strainers mounted on card"", ""wire strainers""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""Ten wire strainers mounted on a card"", ""tested to destruction"", ""Aeronautics""], ""other"": []}"
102,9,5,1,1,1,0,1,0,2,0,1,0,2,2,1,1,"{""object_names"": [], ""makers"": [""A. P. Thurston, Esq.""], ""organisations/institutions"": [""East London College""], ""dates"": [""1913"", ""1922""], ""places"": [""East London""], ""descriptions"": [""tested to destruction"", ""the object being to test the method of connection of the cable ends rather than the strength of the cables themselves. It will be seen that the second specimen from the top gave the best results.""], ""other"": [""Inv. 1913-430""]}","{""object_names"": [], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""Aeronautics cable""], ""other"": [""cable""]}"
103,12,4,2,3,1,0,2,0,1,0,0,0,5,1,1,0,"{""object_names"": [""PRESSURE TUBE"", ""R.A.F. tube""], ""makers"": [""Royal Aircraft Factory""], ""organisations/institutions"": [""The War Office"", ""Royal Aircraft Factory""], ""dates"": [""1913""], ""places"": [], ""descriptions"": [""In order to measure the velocity of the air in a wind channel, a Pitot tube is usually employed."", ""It consists of two tubes placed in the air current so that the open end of one of them faces the stream and determines the dynamic pressure, while the other measures the pressure of the free air in the neighbourhood, i.e., the static pressure."", ""The two tubes are connected to a water gauge, and the difference between the two pressures thus obtained is a direct measure of the velocity of the air."", ""The velocity nozzle shown was made at the Royal Aircraft Factory, is known as a \u201cR.A.F. tube,\u201d and was designed to secure magnified readings on the manometer, which constitutes an air-speed meter."", ""The static pressure tube is, in this example, enclosed by a cone that forms a \u201cdead water\u201d region, and in which there is a negative pressure.""], ""other"": [""1913-452""]}","{""object_names"": [""Three pressure (Pitot) tubes for use with air speed indicators"", ""Aeronautics pitot tube"", ""pitot tube""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""Three pressure (Pitot) tubes for use with air speed indicators""], ""other"": []}"
104,10,6,1,2,1,0,2,0,1,0,1,0,3,2,1,2,"{""object_names"": [""PRESSURE TUBE""], ""makers"": [""The War Office""], ""organisations/institutions"": [""National Physical Laboratory"", ""Eiffel""], ""dates"": [""1913""], ""places"": [""aeroplanes""], ""descriptions"": [""designed for use with air-speed indicators on aeroplanes"", ""The tube should be compared with the Eiffel (see No. 126) and R.A.F. (see No. 124) tubes."", ""The static pressure in this is obtained by the air through the small holes 3 in. behind the nozzle.""], ""other"": [""R.A.F. (see No. 124)""]}","{""object_names"": [""pitot tube""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""for use with air speed indicators"", ""Aeronautics""], ""other"": [""Three pressure (Pitot) tubes for use with air speed indicators"", ""pitot tube""]}"
105,11,4,1,2,1,0,2,0,1,0,1,0,4,2,1,0,"{""object_names"": [""PRESSURE TUBE""], ""makers"": [""The War Office""], ""organisations/institutions"": [""Royal Aircraft Factory""], ""dates"": [""1913""], ""places"": [""Eiffel""], ""descriptions"": [""designed at the Royal Aircraft Factory for use on aeroplanes in connection with air-speed indicators"", ""shown for comparison with the R.A.F. pattern"", ""The static pressure in this is obtained by means of a small hole in the tube inside the circular shield.""], ""other"": [""1913-452""]}","{""object_names"": [""Pitot tubes"", ""pitot tube""], ""makers"": [], ""organisations/institutions"": [], ""dates"": [], ""places"": [], ""descriptions"": [""for use with air speed indicators"", ""Aeronautics pitot tube""], ""other"": []}"
106,10,6,1,3,1,1,1,0,2,1,0,0,4,1,1,0,"{""object_names"": [""TAUTNESS METER""], ""makers"": [""Lieut.-Colonel Mervyn O'Gorman, C.B.""], ""organisations/institutions"": [""Inst. Aut. Engineers""], ""dates"": [""1920"", ""early in 1910""], ""places"": [], ""descriptions"": [""This is the first tautness meter designed by Lieut.-Colonel O'Gorman and used early in 1910 for measuring the tension to which a wire was subject when in use in flight."", ""The principle upon which the instrument is designed is that if a wire under tension is deflected from the straight the force tending to straighten it is a measure of the tension and the stiffness of the wire."", ""The effect of the latter is eliminated by calibrating the instrument on a wire of the same stiffness."", ""See \u201cProc. Inst. Aut. Engineers,\u201d 1911.""], ""other"": [""Inv. 1920-155""]}","{""object_names"": [""O'Gorman Tautness meter"", ""Aeronautics tautness meter"", ""tautness meter 1910""], ""makers"": [""O'Gorman, Col. Mervyn Joseph Pius""], ""organisations/institutions"": [], ""dates"": [""1910""], ""places"": [], ""descriptions"": [""O'Gorman Tautness meter""], ""other"": []}"
